date,city,latitude,longitude,water_level_m,precipitation_mm,flood_alert_flag
2016-10-18,Thiruvananthapuram,8.5241,76.9366,4.58,169.81,Yellow
2016-10-18,Kollam,8.8932,76.6141,4.93,110.11,Yellow
2016-10-18,Alappuzha,9.4981,76.3388,2.13,56.69,Yellow
2016-10-18,Kottayam,9.5916,76.5222,3.92,90.46,Yellow
2016-10-18,Ernakulam,10.0827,76.2711,5.61,152.16,Orange
2016-10-18,Thrissur,10.5276,76.2144,4.57,209.66,Red
2016-10-18,Palakkad,10.7867,76.6548,5.44,85.2,Yellow
2016-10-18,Malappuram,11.2588,76.3183,6.16,161.14,Orange
2016-10-18,Kozhikode,11.2588,75.7804,2.97,141.04,Yellow
2016-10-18,Wayanad,11.6854,76.132,6.19,133.19,Yellow
2016-10-18,Kannur,11.8745,75.3704,4.4,169.94,Yellow
2016-10-18,Kasaragod,12.499,75.0577,3.86,156.84,Yellow
2016-10-18,Pathanamthitta,9.2646,76.7874,2.64,145.38,Yellow
2016-10-18,Idukki,9.8501,77.0166,8.35,127.88,Red
2016-10-19,Thiruvananthapuram,8.5241,76.9366,2.7,83.97,Yellow
2016-10-19,Kollam,8.8932,76.6141,6.24,184.94,Orange
2016-10-19,Alappuzha,9.4981,76.3388,6.32,167.65,Orange
2016-10-19,Kottayam,9.5916,76.5222,3.98,139.95,Yellow
2016-10-19,Ernakulam,10.0827,76.2711,2.9,131.83,Yellow
2016-10-19,Thrissur,10.5276,76.2144,7.95,163.36,Red
2016-10-19,Palakkad,10.7867,76.6548,4.03,113.9,Yellow
2016-10-19,Malappuram,11.2588,76.3183,4.81,173.62,Yellow
2016-10-19,Kozhikode,11.2588,75.7804,4.48,159.47,Yellow
2016-10-19,Wayanad,11.6854,76.132,3.92,150.24,Yellow
2016-10-19,Kannur,11.8745,75.3704,4.82,190.0,Yellow
2016-10-19,Kasaragod,12.499,75.0577,4.48,158.89,Yellow
2016-10-19,Pathanamthitta,9.2646,76.7874,6.85,174.08,Orange
2016-10-19,Idukki,9.8501,77.0166,8.69,149.11,Red
2016-10-20,Thiruvananthapuram,8.5241,76.9366,2.62,73.33,Yellow
2016-10-20,Kollam,8.8932,76.6141,3.82,115.69,Yellow
2016-10-20,Alappuzha,9.4981,76.3388,3.33,110.79,Yellow
2016-10-20,Kottayam,9.5916,76.5222,7.01,52.18,Red
2016-10-20,Ernakulam,10.0827,76.2711,3.8,140.94,Yellow
2016-10-20,Thrissur,10.5276,76.2144,5.72,152.37,Orange
2016-10-20,Palakkad,10.7867,76.6548,2.66,176.66,Yellow
2016-10-20,Malappuram,11.2588,76.3183,4.7,97.58,Yellow
2016-10-20,Kozhikode,11.2588,75.7804,4.77,77.89,Yellow
2016-10-20,Wayanad,11.6854,76.132,5.33,120.26,Yellow
2016-10-20,Kannur,11.8745,75.3704,2.81,132.46,Yellow
2016-10-20,Kasaragod,12.499,75.0577,2.74,119.54,Yellow
2016-10-20,Pathanamthitta,9.2646,76.7874,5.92,160.94,Orange
2016-10-20,Idukki,9.8501,77.0166,5.23,143.26,Yellow
2016-10-21,Thiruvananthapuram,8.5241,76.9366,4.08,165.9,Yellow
2016-10-21,Kollam,8.8932,76.6141,3.9,122.95,Yellow
2016-10-21,Alappuzha,9.4981,76.3388,3.18,174.29,Yellow
2016-10-21,Kottayam,9.5916,76.5222,2.92,61.56,Yellow
2016-10-21,Ernakulam,10.0827,76.2711,5.48,42.66,Yellow
2016-10-21,Thrissur,10.5276,76.2144,2.8,97.99,Yellow
2016-10-21,Palakkad,10.7867,76.6548,4.31,92.8,Yellow
2016-10-21,Malappuram,11.2588,76.3183,5.83,61.05,Yellow
2016-10-21,Kozhikode,11.2588,75.7804,6.32,103.88,Yellow
2016-10-21,Wayanad,11.6854,76.132,5.52,120.31,Yellow
2016-10-21,Kannur,11.8745,75.3704,3.78,134.91,Yellow
2016-10-21,Kasaragod,12.499,75.0577,5.7,172.75,Orange
2016-10-21,Pathanamthitta,9.2646,76.7874,4.21,93.75,Yellow
2016-10-21,Idukki,9.8501,77.0166,3.59,87.36,Yellow
2016-10-22,Thiruvananthapuram,8.5241,76.9366,3.6,186.51,Yellow
2016-10-22,Kollam,8.8932,76.6141,4.19,140.4,Yellow
2016-10-22,Alappuzha,9.4981,76.3388,5.42,71.75,Yellow
2016-10-22,Kottayam,9.5916,76.5222,4.41,119.55,Yellow
2016-10-22,Ernakulam,10.0827,76.2711,4.18,191.92,Yellow
2016-10-22,Thrissur,10.5276,76.2144,6.69,132.43,Yellow
2016-10-22,Palakkad,10.7867,76.6548,1.81,107.48,Yellow
2016-10-22,Malappuram,11.2588,76.3183,4.53,32.53,Yellow
2016-10-22,Kozhikode,11.2588,75.7804,3.4,50.08,Yellow
2016-10-22,Wayanad,11.6854,76.132,5.11,154.19,Orange
2016-10-22,Kannur,11.8745,75.3704,6.8,43.37,Yellow
2016-10-22,Kasaragod,12.499,75.0577,4.22,124.05,Yellow
2016-10-22,Pathanamthitta,9.2646,76.7874,2.95,115.73,Yellow
2016-10-22,Idukki,9.8501,77.0166,2.52,162.84,Yellow
2016-10-23,Thiruvananthapuram,8.5241,76.9366,3.48,131.21,Yellow
2016-10-23,Kollam,8.8932,76.6141,3.56,162.28,Yellow
2016-10-23,Alappuzha,9.4981,76.3388,3.36,165.79,Yellow
2016-10-23,Kottayam,9.5916,76.5222,3.85,34.98,Yellow
2016-10-23,Ernakulam,10.0827,76.2711,5.53,121.07,Yellow
2016-10-23,Thrissur,10.5276,76.2144,6.06,140.86,Yellow
2016-10-23,Palakkad,10.7867,76.6548,3.67,55.84,Yellow
2016-10-23,Malappuram,11.2588,76.3183,5.6,152.29,Orange
2016-10-23,Kozhikode,11.2588,75.7804,3.65,81.37,Yellow
2016-10-23,Wayanad,11.6854,76.132,5.74,80.08,Yellow
2016-10-23,Kannur,11.8745,75.3704,5.39,42.38,Yellow
2016-10-23,Kasaragod,12.499,75.0577,4.97,114.5,Yellow
2016-10-23,Pathanamthitta,9.2646,76.7874,6.42,87.49,Yellow
2016-10-23,Idukki,9.8501,77.0166,6.89,162.77,Orange
2016-10-24,Thiruvananthapuram,8.5241,76.9366,3.7,129.37,Yellow
2016-10-24,Kollam,8.8932,76.6141,6.27,151.37,Orange
2016-10-24,Alappuzha,9.4981,76.3388,5.58,130.05,Yellow
2016-10-24,Kottayam,9.5916,76.5222,5.92,169.28,Orange
2016-10-24,Ernakulam,10.0827,76.2711,4.82,95.65,Yellow
2016-10-24,Thrissur,10.5276,76.2144,5.74,125.6,Yellow
2016-10-24,Palakkad,10.7867,76.6548,4.55,96.21,Yellow
2016-10-24,Malappuram,11.2588,76.3183,8.08,113.01,Red
2016-10-24,Kozhikode,11.2588,75.7804,3.82,137.77,Yellow
2016-10-24,Wayanad,11.6854,76.132,5.54,219.02,Red
2016-10-24,Kannur,11.8745,75.3704,4.75,110.4,Yellow
2016-10-24,Kasaragod,12.499,75.0577,4.55,117.88,Yellow
2016-10-24,Pathanamthitta,9.2646,76.7874,2.63,119.62,Yellow
2016-10-24,Idukki,9.8501,77.0166,3.34,99.2,Yellow
2016-10-25,Thiruvananthapuram,8.5241,76.9366,5.18,143.63,Yellow
2016-10-25,Kollam,8.8932,76.6141,3.51,143.66,Yellow
2016-10-25,Alappuzha,9.4981,76.3388,2.4,116.88,Yellow
2016-10-25,Kottayam,9.5916,76.5222,5.32,80.08,Yellow
2016-10-25,Ernakulam,10.0827,76.2711,3.54,100.83,Yellow
2016-10-25,Thrissur,10.5276,76.2144,3.2,107.79,Yellow
2016-10-25,Palakkad,10.7867,76.6548,1.79,79.11,Yellow
2016-10-25,Malappuram,11.2588,76.3183,6.26,207.17,Red
2016-10-25,Kozhikode,11.2588,75.7804,5.61,65.72,Yellow
2016-10-25,Wayanad,11.6854,76.132,3.23,121.07,Yellow
2016-10-25,Kannur,11.8745,75.3704,4.38,38.83,Yellow
2016-10-25,Kasaragod,12.499,75.0577,5.03,94.22,Yellow
2016-10-25,Pathanamthitta,9.2646,76.7874,4.22,81.25,Yellow
2016-10-25,Idukki,9.8501,77.0166,5.66,171.56,Orange
2016-10-26,Thiruvananthapuram,8.5241,76.9366,2.51,118.77,Yellow
2016-10-26,Kollam,8.8932,76.6141,4.03,43.17,Yellow
2016-10-26,Alappuzha,9.4981,76.3388,2.69,122.04,Yellow
2016-10-26,Kottayam,9.5916,76.5222,4.53,90.01,Yellow
2016-10-26,Ernakulam,10.0827,76.2711,6.18,167.98,Orange
2016-10-26,Thrissur,10.5276,76.2144,5.41,124.18,Yellow
2016-10-26,Palakkad,10.7867,76.6548,4.51,181.56,Yellow
2016-10-26,Malappuram,11.2588,76.3183,8.21,91.51,Red
2016-10-26,Kozhikode,11.2588,75.7804,4.64,120.92,Yellow
2016-10-26,Wayanad,11.6854,76.132,4.27,86.87,Yellow
2016-10-26,Kannur,11.8745,75.3704,5.37,170.53,Orange
2016-10-26,Kasaragod,12.499,75.0577,4.58,131.51,Yellow
2016-10-26,Pathanamthitta,9.2646,76.7874,3.72,153.36,Yellow
2016-10-26,Idukki,9.8501,77.0166,8.69,103.2,Red
2016-10-27,Thiruvananthapuram,8.5241,76.9366,4.98,166.15,Yellow
2016-10-27,Kollam,8.8932,76.6141,4.22,114.49,Yellow
2016-10-27,Alappuzha,9.4981,76.3388,6.43,122.09,Yellow
2016-10-27,Kottayam,9.5916,76.5222,4.07,82.57,Yellow
2016-10-27,Ernakulam,10.0827,76.2711,6.69,142.93,Yellow
2016-10-27,Thrissur,10.5276,76.2144,5.82,101.0,Yellow
2016-10-27,Palakkad,10.7867,76.6548,4.75,98.83,Yellow
2016-10-27,Malappuram,11.2588,76.3183,3.95,111.85,Yellow
2016-10-27,Kozhikode,11.2588,75.7804,7.81,110.28,Red
2016-10-27,Wayanad,11.6854,76.132,3.51,110.73,Yellow
2016-10-27,Kannur,11.8745,75.3704,3.09,90.77,Yellow
2016-10-27,Kasaragod,12.499,75.0577,4.72,109.84,Yellow
2016-10-27,Pathanamthitta,9.2646,76.7874,3.88,112.13,Yellow
2016-10-27,Idukki,9.8501,77.0166,7.51,152.94,Red
2016-10-28,Thiruvananthapuram,8.5241,76.9366,4.24,162.9,Yellow
2016-10-28,Kollam,8.8932,76.6141,5.27,160.17,Orange
2016-10-28,Alappuzha,9.4981,76.3388,2.56,138.22,Yellow
2016-10-28,Kottayam,9.5916,76.5222,6.76,82.22,Yellow
2016-10-28,Ernakulam,10.0827,76.2711,7.0,36.1,Red
2016-10-28,Thrissur,10.5276,76.2144,6.86,159.0,Orange
2016-10-28,Palakkad,10.7867,76.6548,4.93,111.74,Yellow
2016-10-28,Malappuram,11.2588,76.3183,5.08,119.77,Yellow
2016-10-28,Kozhikode,11.2588,75.7804,4.14,98.24,Yellow
2016-10-28,Wayanad,11.6854,76.132,6.12,144.9,Yellow
2016-10-28,Kannur,11.8745,75.3704,2.67,152.4,Yellow
2016-10-28,Kasaragod,12.499,75.0577,5.56,39.2,Yellow
2016-10-28,Pathanamthitta,9.2646,76.7874,5.04,70.32,Yellow
2016-10-28,Idukki,9.8501,77.0166,7.69,77.96,Red
2016-10-29,Thiruvananthapuram,8.5241,76.9366,3.7,164.74,Yellow
2016-10-29,Kollam,8.8932,76.6141,6.9,120.92,Yellow
2016-10-29,Alappuzha,9.4981,76.3388,5.74,189.5,Orange
2016-10-29,Kottayam,9.5916,76.5222,3.77,99.39,Yellow
2016-10-29,Ernakulam,10.0827,76.2711,4.62,105.07,Yellow
2016-10-29,Thrissur,10.5276,76.2144,4.15,86.51,Yellow
2016-10-29,Palakkad,10.7867,76.6548,3.31,175.46,Yellow
2016-10-29,Malappuram,11.2588,76.3183,3.11,185.8,Yellow
2016-10-29,Kozhikode,11.2588,75.7804,4.97,126.68,Yellow
2016-10-29,Wayanad,11.6854,76.132,6.67,82.99,Yellow
2016-10-29,Kannur,11.8745,75.3704,3.67,183.01,Yellow
2016-10-29,Kasaragod,12.499,75.0577,2.94,106.2,Yellow
2016-10-29,Pathanamthitta,9.2646,76.7874,2.05,96.74,Yellow
2016-10-29,Idukki,9.8501,77.0166,5.25,110.84,Yellow
2016-10-30,Thiruvananthapuram,8.5241,76.9366,5.8,138.96,Yellow
2016-10-30,Kollam,8.8932,76.6141,6.17,115.36,Yellow
2016-10-30,Alappuzha,9.4981,76.3388,5.06,162.4,Orange
2016-10-30,Kottayam,9.5916,76.5222,5.71,110.27,Yellow
2016-10-30,Ernakulam,10.0827,76.2711,3.25,76.24,Yellow
2016-10-30,Thrissur,10.5276,76.2144,5.18,89.52,Yellow
2016-10-30,Palakkad,10.7867,76.6548,4.49,38.19,Yellow
2016-10-30,Malappuram,11.2588,76.3183,5.27,190.77,Orange
2016-10-30,Kozhikode,11.2588,75.7804,7.74,103.72,Red
2016-10-30,Wayanad,11.6854,76.132,5.81,134.23,Yellow
2016-10-30,Kannur,11.8745,75.3704,4.92,125.62,Yellow
2016-10-30,Kasaragod,12.499,75.0577,6.27,102.1,Yellow
2016-10-30,Pathanamthitta,9.2646,76.7874,3.61,127.39,Yellow
2016-10-30,Idukki,9.8501,77.0166,8.18,114.18,Red
2016-10-31,Thiruvananthapuram,8.5241,76.9366,3.38,184.14,Yellow
2016-10-31,Kollam,8.8932,76.6141,4.34,108.57,Yellow
2016-10-31,Alappuzha,9.4981,76.3388,4.36,160.61,Yellow
2016-10-31,Kottayam,9.5916,76.5222,6.11,136.61,Yellow
2016-10-31,Ernakulam,10.0827,76.2711,5.47,104.33,Yellow
2016-10-31,Thrissur,10.5276,76.2144,2.82,136.72,Yellow
2016-10-31,Palakkad,10.7867,76.6548,2.37,125.47,Yellow
2016-10-31,Malappuram,11.2588,76.3183,3.74,210.11,Red
2016-10-31,Kozhikode,11.2588,75.7804,7.13,178.97,Red
2016-10-31,Wayanad,11.6854,76.132,4.18,88.84,Yellow
2016-10-31,Kannur,11.8745,75.3704,3.74,102.18,Yellow
2016-10-31,Kasaragod,12.499,75.0577,2.77,99.79,Yellow
2016-10-31,Pathanamthitta,9.2646,76.7874,4.87,92.09,Yellow
2016-10-31,Idukki,9.8501,77.0166,7.83,121.55,Red
2016-11-01,Thiruvananthapuram,8.5241,76.9366,4.19,281.93,Red
2016-11-01,Kollam,8.8932,76.6141,3.32,208.02,Red
2016-11-01,Alappuzha,9.4981,76.3388,5.48,130.89,Yellow
2016-11-01,Kottayam,9.5916,76.5222,6.67,125.29,Yellow
2016-11-01,Ernakulam,10.0827,76.2711,3.72,181.09,Yellow
2016-11-01,Thrissur,10.5276,76.2144,7.75,82.96,Red
2016-11-01,Palakkad,10.7867,76.6548,1.88,152.63,Yellow
2016-11-01,Malappuram,11.2588,76.3183,7.96,94.2,Red
2016-11-01,Kozhikode,11.2588,75.7804,3.28,203.57,Red
2016-11-01,Wayanad,11.6854,76.132,6.45,93.39,Yellow
2016-11-01,Kannur,11.8745,75.3704,6.29,138.66,Yellow
2016-11-01,Kasaragod,12.499,75.0577,5.29,126.85,Yellow
2016-11-01,Pathanamthitta,9.2646,76.7874,4.57,71.22,Yellow
2016-11-01,Idukki,9.8501,77.0166,6.94,114.85,Yellow
2016-11-02,Thiruvananthapuram,8.5241,76.9366,4.54,97.27,Yellow
2016-11-02,Kollam,8.8932,76.6141,3.01,98.42,Yellow
2016-11-02,Alappuzha,9.4981,76.3388,2.74,117.16,Yellow
2016-11-02,Kottayam,9.5916,76.5222,6.71,100.83,Yellow
2016-11-02,Ernakulam,10.0827,76.2711,5.56,158.07,Orange
2016-11-02,Thrissur,10.5276,76.2144,5.85,82.8,Yellow
2016-11-02,Palakkad,10.7867,76.6548,3.96,141.89,Yellow
2016-11-02,Malappuram,11.2588,76.3183,6.18,184.65,Orange
2016-11-02,Kozhikode,11.2588,75.7804,5.57,124.84,Yellow
2016-11-02,Wayanad,11.6854,76.132,3.59,103.26,Yellow
2016-11-02,Kannur,11.8745,75.3704,6.96,150.75,Orange
2016-11-02,Kasaragod,12.499,75.0577,5.81,151.36,Orange
2016-11-02,Pathanamthitta,9.2646,76.7874,6.24,204.27,Red
2016-11-02,Idukki,9.8501,77.0166,8.19,118.36,Red
2016-11-03,Thiruvananthapuram,8.5241,76.9366,5.92,87.2,Yellow
2016-11-03,Kollam,8.8932,76.6141,4.83,153.99,Yellow
2016-11-03,Alappuzha,9.4981,76.3388,5.02,89.1,Yellow
2016-11-03,Kottayam,9.5916,76.5222,7.46,82.98,Red
2016-11-03,Ernakulam,10.0827,76.2711,2.04,185.19,Yellow
2016-11-03,Thrissur,10.5276,76.2144,6.96,175.74,Orange
2016-11-03,Palakkad,10.7867,76.6548,3.86,61.28,Yellow
2016-11-03,Malappuram,11.2588,76.3183,4.45,127.02,Yellow
2016-11-03,Kozhikode,11.2588,75.7804,3.39,125.02,Yellow
2016-11-03,Wayanad,11.6854,76.132,5.33,53.18,Yellow
2016-11-03,Kannur,11.8745,75.3704,4.67,63.94,Yellow
2016-11-03,Kasaragod,12.499,75.0577,5.62,85.1,Yellow
2016-11-03,Pathanamthitta,9.2646,76.7874,5.86,198.01,Orange
2016-11-03,Idukki,9.8501,77.0166,4.84,116.81,Yellow
2016-11-04,Thiruvananthapuram,8.5241,76.9366,3.39,73.6,Yellow
2016-11-04,Kollam,8.8932,76.6141,3.04,147.46,Yellow
2016-11-04,Alappuzha,9.4981,76.3388,4.77,93.29,Yellow
2016-11-04,Kottayam,9.5916,76.5222,7.47,143.7,Red
2016-11-04,Ernakulam,10.0827,76.2711,6.32,139.45,Yellow
2016-11-04,Thrissur,10.5276,76.2144,2.55,107.37,Yellow
2016-11-04,Palakkad,10.7867,76.6548,5.22,163.58,Orange
2016-11-04,Malappuram,11.2588,76.3183,6.0,102.23,Yellow
2016-11-04,Kozhikode,11.2588,75.7804,7.41,146.9,Red
2016-11-04,Wayanad,11.6854,76.132,4.33,82.52,Yellow
2016-11-04,Kannur,11.8745,75.3704,6.82,79.54,Yellow
2016-11-04,Kasaragod,12.499,75.0577,6.81,149.81,Yellow
2016-11-04,Pathanamthitta,9.2646,76.7874,6.58,72.4,Yellow
2016-11-04,Idukki,9.8501,77.0166,8.47,119.14,Red
2016-11-05,Thiruvananthapuram,8.5241,76.9366,2.77,82.18,Yellow
2016-11-05,Kollam,8.8932,76.6141,3.21,94.32,Yellow
2016-11-05,Alappuzha,9.4981,76.3388,6.12,11.46,Yellow
2016-11-05,Kottayam,9.5916,76.5222,6.77,188.26,Orange
2016-11-05,Ernakulam,10.0827,76.2711,2.9,60.95,Yellow
2016-11-05,Thrissur,10.5276,76.2144,6.67,171.1,Orange
2016-11-05,Palakkad,10.7867,76.6548,5.58,145.33,Yellow
2016-11-05,Malappuram,11.2588,76.3183,2.84,111.02,Yellow
2016-11-05,Kozhikode,11.2588,75.7804,7.29,134.52,Red
2016-11-05,Wayanad,11.6854,76.132,3.59,152.74,Yellow
2016-11-05,Kannur,11.8745,75.3704,3.12,74.45,Yellow
2016-11-05,Kasaragod,12.499,75.0577,2.88,160.86,Yellow
2016-11-05,Pathanamthitta,9.2646,76.7874,5.07,116.67,Yellow
2016-11-05,Idukki,9.8501,77.0166,6.39,86.6,Yellow
2016-11-06,Thiruvananthapuram,8.5241,76.9366,4.58,102.26,Yellow
2016-11-06,Kollam,8.8932,76.6141,3.7,145.09,Yellow
2016-11-06,Alappuzha,9.4981,76.3388,3.05,145.15,Yellow
2016-11-06,Kottayam,9.5916,76.5222,5.45,78.29,Yellow
2016-11-06,Ernakulam,10.0827,76.2711,2.38,186.03,Yellow
2016-11-06,Thrissur,10.5276,76.2144,6.7,137.38,Yellow
2016-11-06,Palakkad,10.7867,76.6548,2.49,238.18,Red
2016-11-06,Malappuram,11.2588,76.3183,2.7,119.31,Yellow
2016-11-06,Kozhikode,11.2588,75.7804,6.09,125.48,Yellow
2016-11-06,Wayanad,11.6854,76.132,5.99,126.97,Yellow
2016-11-06,Kannur,11.8745,75.3704,2.68,149.61,Yellow
2016-11-06,Kasaragod,12.499,75.0577,6.27,153.79,Orange
2016-11-06,Pathanamthitta,9.2646,76.7874,2.71,181.91,Yellow
2016-11-06,Idukki,9.8501,77.0166,8.49,86.47,Red
2016-11-07,Thiruvananthapuram,8.5241,76.9366,3.96,31.6,Yellow
2016-11-07,Kollam,8.8932,76.6141,3.47,120.03,Yellow
2016-11-07,Alappuzha,9.4981,76.3388,2.68,150.79,Yellow
2016-11-07,Kottayam,9.5916,76.5222,5.95,109.74,Yellow
2016-11-07,Ernakulam,10.0827,76.2711,2.56,86.75,Yellow
2016-11-07,Thrissur,10.5276,76.2144,2.74,104.93,Yellow
2016-11-07,Palakkad,10.7867,76.6548,5.82,36.96,Yellow
2016-11-07,Malappuram,11.2588,76.3183,7.06,182.67,Red
2016-11-07,Kozhikode,11.2588,75.7804,6.73,122.38,Yellow
2016-11-07,Wayanad,11.6854,76.132,3.7,82.78,Yellow
2016-11-07,Kannur,11.8745,75.3704,2.72,115.13,Yellow
2016-11-07,Kasaragod,12.499,75.0577,6.15,149.91,Yellow
2016-11-07,Pathanamthitta,9.2646,76.7874,5.33,85.22,Yellow
2016-11-07,Idukki,9.8501,77.0166,2.6,143.42,Yellow
2016-11-08,Thiruvananthapuram,8.5241,76.9366,5.71,133.9,Yellow
2016-11-08,Kollam,8.8932,76.6141,4.27,137.95,Yellow
2016-11-08,Alappuzha,9.4981,76.3388,5.65,112.84,Yellow
2016-11-08,Kottayam,9.5916,76.5222,2.14,122.49,Yellow
2016-11-08,Ernakulam,10.0827,76.2711,4.66,120.24,Yellow
2016-11-08,Thrissur,10.5276,76.2144,4.26,104.54,Yellow
2016-11-08,Palakkad,10.7867,76.6548,5.98,166.51,Orange
2016-11-08,Malappuram,11.2588,76.3183,3.03,152.7,Yellow
2016-11-08,Kozhikode,11.2588,75.7804,3.4,20.32,Yellow
2016-11-08,Wayanad,11.6854,76.132,3.15,120.99,Yellow
2016-11-08,Kannur,11.8745,75.3704,5.13,72.46,Yellow
2016-11-08,Kasaragod,12.499,75.0577,6.46,157.37,Orange
2016-11-08,Pathanamthitta,9.2646,76.7874,5.19,167.39,Orange
2016-11-08,Idukki,9.8501,77.0166,4.68,105.88,Yellow
2016-11-09,Thiruvananthapuram,8.5241,76.9366,2.53,136.78,Yellow
2016-11-09,Kollam,8.8932,76.6141,6.24,47.71,Yellow
2016-11-09,Alappuzha,9.4981,76.3388,4.06,186.61,Yellow
2016-11-09,Kottayam,9.5916,76.5222,3.44,49.42,Yellow
2016-11-09,Ernakulam,10.0827,76.2711,6.5,118.92,Yellow
2016-11-09,Thrissur,10.5276,76.2144,6.28,123.9,Yellow
2016-11-09,Palakkad,10.7867,76.6548,4.6,176.7,Yellow
2016-11-09,Malappuram,11.2588,76.3183,5.43,143.86,Yellow
2016-11-09,Kozhikode,11.2588,75.7804,3.24,59.85,Yellow
2016-11-09,Wayanad,11.6854,76.132,4.72,143.71,Yellow
2016-11-09,Kannur,11.8745,75.3704,6.53,154.87,Orange
2016-11-09,Kasaragod,12.499,75.0577,3.25,111.99,Yellow
2016-11-09,Pathanamthitta,9.2646,76.7874,4.28,96.05,Yellow
2016-11-09,Idukki,9.8501,77.0166,8.22,155.58,Red
2016-11-10,Thiruvananthapuram,8.5241,76.9366,5.7,95.75,Yellow
2016-11-10,Kollam,8.8932,76.6141,5.34,167.27,Orange
2016-11-10,Alappuzha,9.4981,76.3388,2.33,183.29,Yellow
2016-11-10,Kottayam,9.5916,76.5222,3.28,182.19,Yellow
2016-11-10,Ernakulam,10.0827,76.2711,3.69,60.8,Yellow
2016-11-10,Thrissur,10.5276,76.2144,6.7,107.89,Yellow
2016-11-10,Palakkad,10.7867,76.6548,1.7,111.59,Yellow
2016-11-10,Malappuram,11.2588,76.3183,8.14,213.78,Red
2016-11-10,Kozhikode,11.2588,75.7804,4.34,113.86,Yellow
2016-11-10,Wayanad,11.6854,76.132,6.48,113.88,Yellow
2016-11-10,Kannur,11.8745,75.3704,7.25,121.13,Red
2016-11-10,Kasaragod,12.499,75.0577,2.54,150.64,Yellow
2016-11-10,Pathanamthitta,9.2646,76.7874,4.13,126.24,Yellow
2016-11-10,Idukki,9.8501,77.0166,2.63,54.75,Yellow
2016-11-11,Thiruvananthapuram,8.5241,76.9366,3.01,189.94,Yellow
2016-11-11,Kollam,8.8932,76.6141,6.42,128.31,Yellow
2016-11-11,Alappuzha,9.4981,76.3388,4.58,158.47,Yellow
2016-11-11,Kottayam,9.5916,76.5222,5.03,132.06,Yellow
2016-11-11,Ernakulam,10.0827,76.2711,5.38,144.32,Yellow
2016-11-11,Thrissur,10.5276,76.2144,3.93,104.38,Yellow
2016-11-11,Palakkad,10.7867,76.6548,5.61,98.42,Yellow
2016-11-11,Malappuram,11.2588,76.3183,3.01,77.18,Yellow
2016-11-11,Kozhikode,11.2588,75.7804,5.43,73.32,Yellow
2016-11-11,Wayanad,11.6854,76.132,4.06,66.69,Yellow
2016-11-11,Kannur,11.8745,75.3704,7.01,66.44,Red
2016-11-11,Kasaragod,12.499,75.0577,5.29,118.35,Yellow
2016-11-11,Pathanamthitta,9.2646,76.7874,4.16,186.89,Yellow
2016-11-11,Idukki,9.8501,77.0166,4.65,140.36,Yellow
2016-11-12,Thiruvananthapuram,8.5241,76.9366,4.08,166.04,Yellow
2016-11-12,Kollam,8.8932,76.6141,4.84,151.01,Yellow
2016-11-12,Alappuzha,9.4981,76.3388,2.03,95.69,Yellow
2016-11-12,Kottayam,9.5916,76.5222,6.38,190.95,Orange
2016-11-12,Ernakulam,10.0827,76.2711,5.88,158.18,Orange
2016-11-12,Thrissur,10.5276,76.2144,7.3,49.55,Red
2016-11-12,Palakkad,10.7867,76.6548,4.78,130.99,Yellow
2016-11-12,Malappuram,11.2588,76.3183,7.42,130.17,Red
2016-11-12,Kozhikode,11.2588,75.7804,6.21,126.26,Yellow
2016-11-12,Wayanad,11.6854,76.132,4.3,66.63,Yellow
2016-11-12,Kannur,11.8745,75.3704,6.64,77.89,Yellow
2016-11-12,Kasaragod,12.499,75.0577,3.08,140.07,Yellow
2016-11-12,Pathanamthitta,9.2646,76.7874,3.35,135.56,Yellow
2016-11-12,Idukki,9.8501,77.0166,6.68,123.14,Yellow
2016-11-13,Thiruvananthapuram,8.5241,76.9366,2.52,140.18,Yellow
2016-11-13,Kollam,8.8932,76.6141,5.16,100.12,Yellow
2016-11-13,Alappuzha,9.4981,76.3388,4.95,77.77,Yellow
2016-11-13,Kottayam,9.5916,76.5222,4.93,132.5,Yellow
2016-11-13,Ernakulam,10.0827,76.2711,2.18,202.07,Red
2016-11-13,Thrissur,10.5276,76.2144,4.68,165.19,Yellow
2016-11-13,Palakkad,10.7867,76.6548,5.37,119.58,Yellow
2016-11-13,Malappuram,11.2588,76.3183,4.92,148.31,Yellow
2016-11-13,Kozhikode,11.2588,75.7804,4.6,165.58,Yellow
2016-11-13,Wayanad,11.6854,76.132,4.43,99.02,Yellow
2016-11-13,Kannur,11.8745,75.3704,4.05,197.74,Yellow
2016-11-13,Kasaragod,12.499,75.0577,6.47,151.13,Orange
2016-11-13,Pathanamthitta,9.2646,76.7874,5.95,67.76,Yellow
2016-11-13,Idukki,9.8501,77.0166,4.82,174.95,Yellow
2016-11-14,Thiruvananthapuram,8.5241,76.9366,3.92,155.12,Yellow
2016-11-14,Kollam,8.8932,76.6141,3.29,135.84,Yellow
2016-11-14,Alappuzha,9.4981,76.3388,5.71,121.39,Yellow
2016-11-14,Kottayam,9.5916,76.5222,5.6,41.56,Yellow
2016-11-14,Ernakulam,10.0827,76.2711,3.42,85.04,Yellow
2016-11-14,Thrissur,10.5276,76.2144,6.46,118.42,Yellow
2016-11-14,Palakkad,10.7867,76.6548,1.81,125.93,Yellow
